Nome;Documento;Idade;Curso;Modalidade
Vanda Oliveira Rochester Rochester Carvalhaes;427.898.344-A;18;EC;B2
Tomas Geraldo Fagundes;285.499.900-C;18;CC;B2
Marcos Rupp;56.570.385;17;ML;A2
Francisco Dias de Abreu Andrade;629.817.712;18;NN;C2
Renato Pereira;222.754.577-A;15;NL;B1
Francisca Melo Pinto;401.875.293;20;MC;B2
Ricardo Russeldorf;449.635.759-Y;20;SL;C1
Aurelio Pereira Bergamo;75.591.674;16;EM;B2
Maria da Graca Pereira Bretzel;704.603.174;15;MB;A1
Osvaldo van der Graaf Correia Bertoni Ferro;182.800.484;16;EM;C1
Angela van der Graaf;596.559.174;16;EM;A2
Lara Pereira;344.154.329;16;ML;A2
Thiago Agostinho Moreira;479.915.158-Z;19;NN;C2
Francisca Tagliari;530.334.403;19;AC;A2
Maura Fonseca;637.672.799;16;FB;C1
Daniela Rupp da Silva;553.500.290;16;EC;B1
Alberto Simon Agostinho;979.318.279-B;18;NN;C2
Jose Renato Santos;891.188.877-Z;19;NA;B2
Candido Cadete Canal;672.859.425-Z;20;EE;C2
Carlota Silva Yamamoto;344.560.227;19;FB;B1
Marcio di Giorgio;85.394.798-X;16;SL;A1
George Liberatori Bertoni Fujimori;239.838.413-B;18;NH;B1
Edivaldo Rochester;951.245.465;15;NN;C1
Georgina di Giorgio;124.682.691;19;HS;A2
Lucas del Vecchio Vicentini Portinari Abravanel;110.890.819;15;NH;A1
Fabio Cunhado;401.837.571-Y;17;HS;C2
Maria Elisa Cirne Lessa;351.681.594-X;18;HL;B1
Francisca Watanabe da Mata;561.642.917-X;19;NA;A2
Elisa Zeppelin de Andrade Dias Santana;589.680.609;16;EA;B1
Maria Jose Pinheiro Russeldorf;539.421.691-B;20;FL;C1
Patrick Marcondes;75.371.395-A;19;ML;B2
Daniela Correa Ramos Guedes Borghetti;32.270.604;18;MB;C1
Alice Maria Palma;98.812.439;18;NL;B1
Maicol Segall Fujimori;850.432.131-A;20;MB;B2
Marco Aurelio Almeida;952.450.164-Y;17;AR;A2
Geraldo del Vecchio;825.758.528-X;15;AC;C2
Nestor Guedes;324.462.830;16;MB;C2
Aloisio Maciel Faria Madeira Berger;331.906.985;19;NH;B2
Juliana Brescianni Passarelli Pini Almeida;138.839.979-Y;17;EA;A1
Evair Zeppelin Canal Camara;177.682.637-B;15;EM;B2
Mauricio Salazar Colombo;680.580.619;19;AR;C2
Joao Luiz Apolinario;164.471.932-X;20;FB;A2
Francisca Melo Pinto;401.885.293;20;MC;B2
Gustavo da Mata Colombo Silva Pinto Jurgensen;522.658.372-A;20;AC;B2
Ana Renata Romano;670.271.446;19;MA;B1
Georgina Ramos;894.107.311-A;18;MC;C2
Jorge Conti;484.831.214-X;16;EA;A2
Vinicius Coutinho Candido;701.249.218;17;FL;C1
Aloisio Zeppelin;747.994.153-C;15;SL;C1
Bertha Tanaka Lacerda Penna Rochester;433.450.539-A;15;NN;A1
Vanderson de Oliveira Tachelli Guedes Maciel;660.118.576-X;17;BE;A2
Alice Cirne;267.811.735;19;MB;C2
Sinval Prates Boldrini;166.792.230-X;20;AC;A2
Joao Marcos Saboia Marini;485.707.895-X;17;AR;B2
Severino da Silva Matheny von Zuben;816.597.840;18;MA;B1
Marco Antonio Simoes Simon;101.578.944;19;FL;A2
Bruno Yakoub;732.261.293;18;SL;B1
Martin Figueiredo;251.126.734-C;18;BE;C1
Johnny Mantovani;451.142.661;19;NA;C2
Jaco Magalhaes Fonseca Romano Mendonca;672.744.828;18;SL;B2
Jorge Girardi;605.595.624;20;EE;A1
Vitorina Bergamasco;545.877.128-Z;16;MA;A1
Geraldo Bergamasco Santana Penha Boldrini;869.981.490;19;NA;B2
Maria Elisa Carvalhaes Bertoni Corsini del Vecchio;421.790.248;20;EQ;A2
Angela Lotufo Auerbach Candido Simon;858.165.960;19;AC;C2
Mayanna Pereira Santini;6.538.981;20;HL;A2
Michelle del Vecchio Bergamasco;589.581.613;19;AC;C2
Luiz Ignacio Fonseca;914.511.607-X;17;NH;C2
Andreia Rupp Marchetti;632.327.552-Z;20;EC;C2
Marcio Conti;234.133.592-C;15;MB;B1
Carlos Jose Faria;445.216.842-A;15;HL;B1
Adoniram Colombo Cunhado;18.925.891-C;18;HS;B1
Giordano Rocha;562.347.614;19;EM;B1
Jose Roberto dos Santos;819.693.306;18;EA;B2
Adoniram Simionato;105.464.800;18;NA;B2
Fabiano Goncalvez;677.142.469;15;FB;A2
Sergio Bartolini Matsumoto Brescianni;626.924.132-C;20;NH;C1
Johnny Vicentini Fagundes;973.379.590-Y;19;EA;A1
Luiz Antonio Amaral;124.190.874-X;19;EE;A2
Geraldo Bertoncini Moreira;823.119.996-X;16;HL;B1
Maura Mendonca;600.322.690-X;15;AR;C2
Joao Pedro Mangini Abravanel;176.606.969-X;17;NA;A2
Jose Maria Madeira;731.691.743;19;AR;A1
Rosiane Salazar;59.366.943;16;CC;B2
Sinval Carmignani;351.176.415-Z;19;EQ;B1
Vera Lucia Tartini;706.592.837-B;17;ML;B1
Caetano Corracini Andrade Simoes;258.555.422;19;ML;C2
Francisca Melo Pinto;401.885.293;20;MC;B2
Jose Roberto Goldstein Pereira;300.907.353;16;SL;C2
Flavio Carvalho Nunes Brancaleone;238.708.517;17;NL;A1
Renata Modenesi;961.521.209-B;15;CC;C1
Felipe Bretzel;383.580.506-Y;18;HL;B2
Marcio Geraldi Simon;378.224.670-Z;20;NL;C2
Isabel Lessa Almeida Jurgensen Bruni;792.825.109;17;FB;B1
Aurelio Passarelli;323.141.706-Z;18;MB;A1
Alice Maria Segall;721.784.133-A;18;EM;A1
Fabiola Nakamura;930.365.690-X;15;MA;B2
Luiz Ignacio Amaral;354.690.484;20;EC;C1
Lavinia Marini;771.650.192;20;HL;A1
Maria Benta Tucunduva Juliani Aquino Pinto;846.629.469-Z;20;MC;A2
Juliana Corsini;384.159.908;20;SL;B1
Izis Lessa;269.272.907-Z;18;EE;B1
Marcia Donato;162.342.543;19;EA;B1
Jose Roberto Lotufo;734.756.817-C;19;BE;A2
Juliana Yakoub Watanabe;283.138.345-A;18;HL;B2
Thiago Harrison;35.861.533-B;20;NH;A2
Evandro Carmignani;116.180.640-Y;17;NN;C1
Ivanildo Melo;80.835.465-X;15;HL;A2
Adoniram Corracini;597.265.178;17;EQ;A1
Ivanildo Camillo Kubota;981.368.820;20;SL;B1
Sergio Simionato;631.366.780-B;16;MA;C1
Caetano Pereira Amaral Americano Xavier;91.698.723-C;16;AR;B1
Henrique Coutinho Marini Russeldorf Goes;629.371.595-C;20;EE;A1
Johnny Silva Pinto;863.938.729-C;18;NL;C1
Alberta Burrel;687.445.245;17;EA;A2
Marco van der Graaf Ramos Ferro;952.417.430;20;EE;A1
Mateus Carboni;436.796.739;20;SL;A1
Thiago Mantovani;318.197.561-X;18;FB;C1
Francisca de Oliveira;5.377.600-Y;16;NN;A2
Fabiola Matsumoto Cadete;36.758.839-C;17;HS;C1
Nestor Marchetti Bresciani;315.459.845-A;15;NN;B2
Rafaela Ramos;843.565.607;17;NN;A2
Maria Elisa Wander Acceturi;865.515.164;18;AR;A2
Maura Bertoncini;547.237.693-Z;19;EM;C2
Tina Madeira;58.411.709-B;15;BE;A1
Jose Luiz Souza Mamede;853.729.931;20;FB;C1
Leandro Correia;154.385.127-X;18;HL;A1
Bruna Santos;698.868.458-Y;20;NA;A2
Luiza Abravanel;70.141.750;18;AC;C1
Jose Osvaldo Mendonca;71.685.641-A;15;NA;B1
Tomas Girardi;500.810.234-B;16;NH;A1
Olivia Guedes;744.822.749;17;MB;B2
Maria Elisa Salazar Geraldi;432.888.681;20;EM;B2
Ramona Starkey;306.974.190-B;15;NH;A1
Luiz Antonio von Zuben;627.459.686-C;18;SL;B1
Petra Americano Cunhado Mendonca Levi;931.751.487-Z;17;FB;A2
Jose Luiz van der Graaf Saboia;737.863.826-X;17;MA;B2
Maura Watanabe;738.654.344-C;18;HL;C1
Danilo Mandell Candido;296.588.961-A;16;EQ;C2
Joao Marcos del Vecchio Pereira;927.478.805-Z;16;BE;C2
Maria Luiza Boldrini Salazar;203.264.368;20;AC;C2
Josefina Lotufo Apolinario;77.796.869-B;17;HS;B2
Bruno de Abreu Leite Favero;849.623.209;17;NH;C2
Albertina Lotufo Candido Borghetti;168.260.629;20;EQ;C1
Cristian Magalhaes;263.953.799;16;EQ;B2
Silverio Brancaleone;171.570.721;17;HL;A1
Jose Maria Madeira;731.691.743;19;AR;A1
Olivia Matsui;420.240.735;20;EA;B2
Thomaz Rupini;379.502.202-A;19;HS;A2
Angelo Bruni Carboni;436.594.531-C;18;AR;B2
Pedro Luiz Donato dos Afonsos Matsumoto;970.569.924-Z;17;AR;B1
Ernesto Mandell de Andrade;258.808.350-X;19;FL;C1
Maria Leticia Antonioni Fujimori Borghetti;885.574.516;15;BE;A1
Divina da Silva;272.478.680-X;15;EE;C1
Olivia Penna Wander Palma;521.133.619-A;20;MC;A1
Tomas Silva Pinheiro Candido;963.552.399-Y;20;NL;B2
Marcos Wander;223.321.765-Z;20;NL;B2
Alice Modenesi Bertoni Carvalho Sampaio;467.100.673-B;20;SL;C2
Johnny Martins Delmiro;271.435.637;15;AR;A2
Vitorina Yakoub;419.689.283-B;17;MC;C2
Tiago Favero Harrison Prates Fleury;602.265.945-Y;20;EE;B2
Maria Carolina Antonioni Segall;790.606.206;15;ML;C2
Elisa dos Afonsos Starkey;72.973.132-C;20;NL;A2
Jose Pedro Goncalvez Tartini;882.516.670-Z;15;NN;A2
Luiz Augusto Pereira Ferracini;36.100.465;17;EQ;C2
Guilhermina Watanabe Portinari;886.143.858;15;NH;A2
Marcelo Carvalhaes Favero Portinari;399.999.195;17;BE;A1
Maria Elisa Agostinho Vicentini Parente;701.948.732;18;HL;A1
Luiz Augusto dos Afonsos;227.720.225-C;15;FL;C2
Ariovaldo Romano;531.976.206-B;15;EE;C2
Francisca Cirne;365.590.630-C;15;FB;C1
Maria Leticia Pereira Motoyama Giannini Rochester;957.717.668-Y;20;FB;A2
Tomas Berger;559.731.289;15;HS;A2
Jose Silva;133.226.806;20;EQ;C1
Sergio Tucunduva Abravanel;413.155.101;19;EM;C1
Mauricio Delmiro dos Santos Levi;523.408.832-C;16;SL;A1
Patrick Girardi;39.709.518-Z;20;EA;A1
Sergio Tachelli;641.159.886-A;17;BE;C2
Francisca del Vecchio;549.988.556-C;18;EC;B2
Maria Elisa Segall Zeppelin Bressan;742.423.733;19;NH;A2
Francisco Ramos;653.580.139-Z;15;EA;A2
Tina Santana;788.227.606-A;19;SL;C1
Georgina Maciel Dias dos Santos Parente;244.938.126-X;18;EQ;C1
Jose Maria Madeira;731.691.743;19;AR;A1
Jose Canal;965.794.142;19;AC;A2
Vitorina Mendonca;708.597.242-X;16;HL;B1
Luiza Kubota Geraldi Wander di Giorgio;527.121.729;18;AR;B2
Alice Maria Santos;616.270.711;19;EA;C1
Guilhermina Bresciani Candido;357.229.970;20;ML;B2
Mario Sergio Melo Tanaka;404.531.607-Z;19;AR;B2
Danilo Madeira;889.893.679-C;15;BE;B1
Danilo Pereira Bruni;463.111.762-A;20;AC;C1
Ana Renata Rochester;285.277.472-B;16;EQ;B2
Candido Silva Almeida Saboia;681.521.325;18;MC;B1
Ernesto Candido;357.515.773;17;AC;A2
Jose Roberto Fujimori;743.216.955;18;EA;A2
Vitorio Pini;77.799.251;20;ML;C1
Aline Tartini;892.623.448;18;EQ;B1
Martin Bretzel Silverio Delmiro Girardi;302.710.805-B;17;EQ;C2
Marcos Leite Portinari;81.509.610-Z;17;MA;C2
Cecilia Cascudo Junqueira Tucunduva;803.924.504;19;AR;B2
Francisco Pereira Figueiredo;308.597.874;18;NH;A1
Rosiane Fujimori;163.810.698;19;CC;A1
Aline Motoyama Girardi Goncalvez;723.520.413-A;20;NN;A2
Jose Pedro Goncalvez Tartini;883.536.670-Z;15;NN;A2
Aloisio Santos;136.534.300-C;18;BE;C2
Maicol de Oliveira;522.333.197;18;MB;B2
Luiz de Abreu Camillo Rochester;852.221.637;16;HS;B1
Josefina Pereira;334.930.612-B;16;HS;B1
Marcelo Candido Nunes;710.994.394-B;15;MB;B1
Severino Goes Corracini Kubota Penna;434.795.962;15;NL;B2
Jose Osvaldo Ramirez;382.429.955;17;MB;C1
Fabio Americano Guedes Almeida;693.800.354-Y;18;NA;B1
Thiago Brancaleone Liberatori Ferro;692.363.354;19;EC;B2
Nestor Pinheiro;394.891.378;17;EA;B1
Cecilia Nogueira;248.993.850;19;ML;B2
Angelo Bressan;558.125.950;18;EM;A2
Regina Antonioni Caetano;575.413.343;18;FB;A2
Aldo Maciel;697.773.175-X;17;MB;C1
Regina Harrison Lacerda;18.513.112-X;20;MA;A2
Michelle Correa Auerbach;656.783.495-A;17;EE;C2
Agata Ramirez Apolinario;56.941.338-X;20;BE;B2
Giordano Felix;661.840.578;18;EA;B1
Giordano Bruni;500.367.524;20;AC;B2
Candido Yamamoto de Andrade Correia;976.730.701-A;16;EC;A1
Renato Penna;791.745.506;19;NL;B1
Jose Maria Madeira;731.691.743;19;AR;A1
Jose Pedro Penha;798.697.307;15;NL;B1
Mateus da Silva Goncalvez Segall Aquino;906.635.899;19;ML;A2
Rafaela Russeldorf Watanabe Matsui;648.944.153-X;17;AR;A2
Elisa Liberatori;8.448.403;17;MB;C2
Osvaldo Parente Andrade Agostinho Fleury;738.870.199-A;20;MA;B2
Fernando Juliani;578.140.396;18;BE;C2
Renato Tanaka;38.799.934;16;HS;B2
Severino Lotufo von Zuben Matsumoto Carvalhaes;401.816.251-C;19;NH;C2
Jose Carlos Goncalvez;641.958.417;19;CC;A1
Geraldo Marchetti Aquino Yakoub del Vecchio;309.369.764;15;FB;B2
Maria da Graca Pini Ferro;47.632.584-C;16;AR;A2
Francisco Auerbach;918.242.421-X;19;NA;C1
Mario Martins;44.391.789;18;EM;B2
Jose Roberto Henriques Moreira Delmiro Rocha;19.906.123-Z;18;MA;A1
Candida Rocha Macedo Zeppelin;629.979.519;16;EM;B2
Johnny Bergamo Marini Carvalho;977.950.449-X;19;EC;C2
Juliano Simon;241.522.367-X;15;AR;A2
Vanda Ramirez Santini van der Graaf Cunhado;356.331.433-B;19;BE;C2
Flavia Russeldorf Levi Candido;192.109.853;15;FL;A2
Jose Roberto Prates;259.729.546-C;16;MA;A1
Agnes Nogueira Donato;844.930.871;17;MB;A1
Luiz Antonio Caetano Auerbach;166.872.956;20;EQ;A1
Albertina de Abreu;668.286.480-Z;16;MB;A2
Bruno von Zuben Fleury Santos Goncalves;803.131.274;15;NH;B1
Willian Felix;76.511.796-X;17;AC;C2
Josefina Cascudo Rochester do Monte Carboni;199.455.113;16;BE;A2
Michelle de Abreu Magalhaes Cadete;519.956.207-A;16;NH;B2
Luiz Carlos Cadete Ramos;402.784.758-B;16;EA;B2
Mario Sergio Bergamo Abravanel;665.268.732;17;NA;B2
Daniel Cadete Candido;352.338.437-Z;16;HS;A2
Vera Lucia Liberatori Oliveira Teixeira;939.801.579;17;AC;C1
Isabela Brancaleone;321.254.170-Y;19;EC;A2
Vera Lucia Archangelo;405.107.592-B;15;EC;A1
Senor Magalhaes Mangini Santos Cirne;683.316.223;16;NL;A1
Marco Antonio Rochester;194.777.579;17;MA;A2
Vagner Bretzel Correa;39.611.299-C;20;AR;B2
Bertha Junqueira Martins;179.816.505;18;EC;A1
Edivaldo Tartini;598.779.730-X;17;MA;A1
Evandro Silverio Ferro Abravanel di Giorgio;360.121.259;15;MB;A1
Josefina Liberatori Yamamoto Fleury;648.902.440-C;18;NN;A2
Felipe Watanabe;152.693.328-A;19;FB;A2
Vitorio Nogueira Tagliari;188.315.128-B;16;EM;C1
Graca Giannini Mendonca Burrel Juliani;884.894.213;15;AC;C1
Jorge Borghetti Melo;712.585.711-A;16;HS;C1
Alice Romano;567.198.592-B;17;EA;C2
Livia Russeldorf;489.225.846;17;EQ;A2
George Favero Ramos Leite;342.713.325-C;19;AR;A2
Francisco Maia Carvalhaes Silva;336.984.313-B;19;MC;A1
Giordano Penna Doval;979.365.345;19;EE;C2
Evair Agostinho Bartolini;200.170.975-Z;16;MB;C2
Marcela Martins;995.436.620;20;CC;B1
Alberta Wander;280.420.691-Y;17;HS;B2
Danilo Pinheiro Pinto;177.917.573-A;20;HS;C1
Gladys Fonseca Acceturi;100.835.611-A;18;CC;C2
Elisio Guedes Mandell;222.494.408;16;SL;B2
Juliana Apolinario Segall;504.217.617-Y;18;CC;A2
Regina Harrison Lacerda;18.513.112-X;20;MA;A2
Jose Roberto Parente;198.617.836-C;18;MC;B1
Pedro Luiz Simoes Bruni;527.525.180;20;BE;B2
Luiz Corracini;811.606.157-B;18;NN;C2
Bruna Americano;103.490.229;17;MA;B2
Vitoria Harrison;377.641.918;20;HL;C1
Luiz Ignacio Oliveira;306.310.195-B;19;NN;C1
Vitor Takamoto Tagliari Fagundes;876.302.601;19;AC;B1
Fabio Rupini Rocha;692.491.264-Z;15;CC;A1
Leandro Bertoncini;746.894.984;18;EQ;C2
Jose Roberto Giannini;484.197.261;18;FL;C2
Davi Candido;48.684.217-Y;17;HL;C1
Alexandre Favero;520.950.673;19;NH;B2
Sinval Henriques Ferracini;502.275.528;20;FL;B2
Isabel Antonioni;413.968.840-X;18;AR;C1
Luiz Antonio Andrade Rochester;715.901.553;15;AR;A2
Bruno Mendonca Penha;856.810.620;15;HL;B2
Maria da Graca Mantovani;665.760.800;19;NA;B2
Francisca Bretzel;665.739.125-C;18;EC;C1
Tina Mangini Xavier;574.572.149;17;NN;A1
Martin Simionato;934.986.843;19;EC;C2
Maria Leticia Parente Fleury Camillo Simoes;617.208.123-B;19;NL;B2
Fernando Levi Candido Rocha;949.679.213-A;16;MA;B2
Vitoria Ferracini Bruni Simoes Boldrini;95.167.452;18;CC;B1
Bruna Sampaio;288.719.418-X;15;CC;B2
Marco Antonio Modenesi;854.587.372-Y;19;EQ;C2
Flavia Bretzel;541.568.447-B;20;HL;C2
Luiza Moreira;458.259.969-Y;18;AC;C1
Tomas Canal Goncalvez;521.322.197-A;19;HS;B2
Maria da Graca Caetano Watanabe;543.389.554;15;HL;B2
Augusto Souza Romano Yakoub;634.743.241;20;EA;B1
Alberto Borghetti Goncalvez Watanabe Nunes;382.437.119;15;EA;C2
Vitoria Cabral;909.904.286;17;EA;C2
Flavio Candido;313.856.598-X;17;MC;A2
Eulalia Almeida;74.399.309;18;NL;B2
Renato Pereira Penna;466.869.222;16;EC;C1
Joana Luiza Parente Magalhaes;917.797.230-C;15;EC;A2
Fabiana Fagundes Pereira Henriques;447.269.288-B;18;BE;A1
Regina Coutinho;856.788.182-X;20;BE;A1
Marcia Santos del Vecchio Penna;779.251.673;16;MB;C1
Cecilia Liberatori Donato Goes;831.551.344;20;HS;A2
Aldo Oliveira Faria;594.329.641;18;EM;A2
Mateus Bertoncini;877.780.886-X;17;NA;A1
Guilhermina Starkey;933.130.369;16;EQ;C2
Osvaldo Matheny;960.683.833;20;EQ;C1
Jose Renato Pinheiro Figueiredo;788.428.175-A;17;NN;B2
Guilhermina Matsui;424.369.112-A;17;HS;A1
Bertha Agostinho Apolinario;129.319.348-C;19;FL;A2
Zildo Liberatori Archangelo Bergamo Rocha;683.564.781-B;18;EM;C2
Rodrigo Doval Andrade Aquino Goldstein;828.958.603-C;20;FL;C1
Mauricio Leite Romano Corracini Bresciani;61.256.397-C;20;EA;B1
Ramona Henriques;392.259.418-A;18;BE;A2
Gladys Fonseca Acceturi;100.835.611-A;18;CC;C2
Luiz Antonio Fagundes de Oliveira Rocha;933.945.176;17;EC;C2
Giordano de Andrade Simoes;24.684.543;15;ML;B1
Osvaldo Segall Macedo Candido Maciel;107.164.426-Y;15;BE;A1
Daniela Mamede Pedrosa;134.493.549-A;15;NN;B2
Luiz Antonio Bretzel Bartolini Simoes;559.232.646;19;EA;C2
Edilene Matheny da Mata;778.133.633-A;15;NA;A1
Caetano Maciel;92.412.140-X;15;FB;C2
Luiz Augusto Lotufo Oliveira da Silva;930.883.443;15;HS;C2
Luiz Ignacio dos Reis;709.862.592;15;EE;A1
Patrick Simon;177.552.942-A;15;MB;B2
Luiz Rupini Marchetti Mantovani dos Afonsos;824.347.902-A;17;AC;B1
Jorge Portinari;4.885.639-Y;18;HS;C1
Ivanildo Lessa;510.444.210;17;MB;B2
Thiago Liberatori Coutinho Soler Romano;728.544.890-Y;18;NH;B1
Eulalia Antonioni;928.405.222;20;ML;C2
Vinicius Takamoto Mendonca;81.741.739;17;MB;C1
Fabiano Silva Pinto;771.115.194;18;EE;B2
Geraldo Soler;831.692.306;16;FB;C2
Luiza Kubota;233.484.805-Z;16;NN;C2
Mario Sergio von Zuben Silva Salazar Boldrini;494.576.613-Z;15;MB;C2
Johnny Leite Camillo do Monte;144.547.573-A;18;FL;B1
Elisa Kubota Pinto;759.395.866;19;EC;B1
Lavinia Martins Correia;367.110.450;20;AR;B1
Marco Aurelio Carvalho Pereira Mendonca Carmignani;743.233.731;19;NL;C1
Mario Boldrini Nunes;412.558.768-Y;19;NA;C2
Juliana Matsui;859.149.937-B;17;NA;A1
Rosana Carmignani Abravanel Wander Carmignani;806.201.531;17;NN;C1
Edivaldo Pinto Bresciani Almeida Geraldi;114.892.344-C;15;HS;A2
Mario Tanaka;138.346.470-Z;20;SL;C2
Danilo Pinto;739.320.709;20;NA;B1
Flavia Fleury;215.544.236-A;20;NN;A2
Marco Antonio Mamede;392.892.524-Z;18;ML;B1
Evair Camara;621.478.641;19;FB;A2
Marcos Oliveira Mussel Nunes Simoes;937.593.814;16;SL;A2
Regina von Zuben Almeida Canal;857.925.926;18;EQ;C1
Vinicius Archangelo Martins;306.395.940;17;EM;C2
Sergio Mussel Faria;317.791.494-Y;15;NN;C1
Renata Zeppelin;143.331.857;19;FB;C2
Maria Benta Souza;888.416.287-X;17;NA;A1
Gustavo Bresciani;177.149.942;19;BE;A2
Vagner von Zuben Geraldo Gatti;970.534.821;18;BE;B1
Silverio Oliveira Portinari Carmignani;421.205.158;15;NN;B2
Cristian Bergamo;183.205.392-B;15;NN;C1
Danilo do Monte;868.857.436;15;NL;B1
Luiz Goncalves;559.140.848;15;EQ;B1
Mario Mussel;962.428.262-Z;16;NH;C1
Joao Luiz Almeida;230.100.682;20;NH;B2
Nestor Lacerda Pinheiro;135.456.952-A;17;MA;C2
Lino Santos Abravanel;326.651.786-Y;20;MA;A2
Lana Passarelli;466.757.211;20;MA;B2
Jose Pedro Goncalvez Tartini;882.536.671-Z;15;NN;A2
Tina Marchetti Romano del Vecchio da Silva;863.509.941;20;MB;C1
Carlos Jose Ramirez;80.580.536-A;19;MA;A1
Jose Osvaldo Ferro Segall;171.476.477;16;NL;A2
Josefina Correia Bertoni;824.362.528;19;SL;C1
Juliana Portinari Santos;478.115.157-A;18;NL;C1
Marcia Juliani;64.752.874;18;EM;B1
Candido Figueiredo;928.486.881-B;18;NA;B2
Joao Marcos Tanaka;493.627.775-C;17;BE;C1
Maria Leticia Romano;846.186.633-C;17;ML;C2
Mauricio Delmiro;352.744.555-A;17;HS;A1
Vitorina Simionato;274.891.987-Z;15;MA;A2
Francisca Carmignani;775.345.817-Z;18;NA;A1
Aline Lessa;43.536.984;17;ML;A1
Jose Luiz Felix;700.378.969-Y;20;AR;C1
Geraldo Archangelo Goncalves;660.226.510-X;16;EM;B1
Luiz Antonio Pedrosa Camillo;829.430.175;19;EQ;A1
Jose Carlos Saboia;819.905.854-Z;17;NL;B1
Marcela Portinari Amaral;781.941.247;17;EM;C1
Vitorina Coutinho;979.715.960-B;19;AC;B2
Edson Santini Bertoni Antonioni Junqueira;413.880.532;15;ML;A2
Maria Luiza Maia;112.705.957;19;NN;C2
Maria Cristina Carvalho;582.305.628-B;17;CC;A2
Joao Marcos Xavier Pini;789.486.588-B;19;ML;A1
Gladys Fonseca Acceturi;100.835.611-A;18;CC;C2
Joana Luiza Fleury;143.503.738;18;MC;B1
Luiz Ignacio Geraldi;246.453.254-Z;18;AR;B2
Adoniram Pinheiro Ferro;636.241.561-X;18;EA;A2
Agnes Matheny;727.527.701;15;EA;C2
Thiago Liberatori di Giorgio Andrade;553.437.765;17;EQ;B1
Joana Matsumoto;364.122.288-A;19;NN;A1
Vagner Geraldi;58.413.448-B;18;HS;B1
Angela Goncalves Romancini;55.986.331;16;NN;B2
Carlota Moreira;968.640.966;19;ML;C1
Angela Almeida Romano;629.128.301;15;BE;A1
Marco Aurelio Bretzel;794.765.170-C;16;NH;B2
Patrick Magalhaes Mangini di Giorgio;552.102.997;19;CC;A2
Gustavo dos Santos Pereira;652.145.435;17;BE;B2
Marcela Cunhado;975.256.309-B;18;NH;A1
Aldo Americano;998.349.443-A;18;NH;A1
Graca Junqueira;562.997.311;17;AC;B1
Fabiola Corracini;953.393.829;20;EM;C2
Alice Marchetti Borghetti;558.305.154;20;EC;C2
Davi Goes Caetano Caetano Doval;581.509.124;16;FL;B1
Luiz Carlos Matsumoto;629.125.177-B;16;AR;A2
Marta Melo;883.314.276;20;EC;C2
Alberto do Monte;181.455.582-X;16;NN;B2
Geraldo Matsui;280.979.410;16;NH;A1
Elisa Amaral Simoes;455.111.305;20;NL;A1
Valdivino Saboia;850.869.804;18;NL;A2
Severino Lacerda;461.918.613-X;17;MA;A1
Felipe Boldrini;719.507.995;17;HL;B2
Renato Correa;626.610.479-C;16;FB;A2
Candido Rupp;420.842.359;17;NH;B1
Lara do Monte;467.652.762-X;19;SL;C2
Ernesto Pinto Silva Pinto;203.913.649;18;NN;B2
Maria Cecilia Rocha Ferro;45.283.423-Z;15;AR;B1
Rosiane Doval Donato;682.862.496;17;MA;B2
Luiz Augusto Geraldo;306.461.561;18;NH;C2
Isabel van der Graaf;800.125.499;16;SL;B1
Vitorina Correia;848.566.576;20;SL;B1
Danilo Pereira dos Afonsos;504.889.641-Z;18;EE;A1
Michel Macedo;635.590.754-B;16;FB;B1
Daniela Bresciani Ramos;567.677.328-X;19;SL;C1
Fabiola Nakamura Pinto;93.267.145-Z;20;CC;C1
Renata Bertoncini Brescianni;101.146.224-C;17;EC;B1
Luiz Guedes;759.528.411-C;18;NH;A1
Mario Martins Marini;259.492.925;17;EA;C1
Marco Aurelio Candido;111.469.163;20;HS;C1
Luiz Carlos Figueiredo Mussel;182.903.371;19;BE;B2
Eulalia Penna;895.126.713-B;19;EA;C2
Rosiane Correa Aquino;457.475.904-Z;18;HL;C2
Carla Rocha;679.465.114-Z;20;EM;C2
Flavio Caetano Giannini;876.631.133-X;16;EE;C1
Silverio Simon;613.234.728-Z;19;ML;C1
Lara Ramos Aquino Xavier;487.418.259-Z;17;EC;C1
Cecilia Rochester;926.774.351-C;18;MB;A1
Luiz Carlos Oliveira;970.702.625-Z;15;HL;A2
Thiago Dias;683.808.241-Y;18;MB;A1
Graca Goldstein Carmignani Agostinho Motoyama;33.413.100;18;ML;A1
Maicol Maciel;524.884.819;18;SL;A2
Ramon del Vecchio Archangelo;954.615.689-Y;17;NN;C2
Gladys Fonseca Acceturi;100.825.611-A;18;CC;C2
Maria Luiza Geraldo;831.331.166-X;15;ML;A1
Olivio Goes;940.250.187;18;EC;C1
Lino Tachelli;784.295.336;19;MC;B2
Tomas Yakoub Saboia;944.678.732;18;NH;B2
Rafael Fonseca Ferraz Pinheiro;875.238.700;20;FB;C1
Olivio Gatti Silverio;844.410.164;18;BE;B1
Regina Mendonca;818.324.415;19;NH;A2
Fabiana Nunes Simoes;433.574.842-Y;17;MC;B2
Mateus dos Afonsos Magalhaes Mandell Souza;680.237.176-A;19;MC;B2
Luiz Augusto de Abreu;447.774.210-B;17;SL;A2
Ernesto Caetano Americano;183.487.270;20;EC;B2
Fernando Bartolini Leite;90.243.357-A;18;NH;C1
